match_id,date,start_datetime_utc,discipline,tournament_id,tournament,tier,round,is_qualification,host_location,team1,team2,team1_player1_id,team1_player1,team1_player1_country,team1_player2_id,team1_player2,team1_player2_country,team2_player1_id,team2_player1,team2_player1_country,team2_player2_id,team2_player2,team2_player2_country,winner,winner_team,number_of_games,game1_team1,game1_team2,game2_team1,game2_team2,game3_team1,game3_team2,score,source_endpoint
1228686,2021-01-12,2021-01-12T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Daniel HESS / Jones Ralfy JANSEN,Oliver LEYDON-DAVIS / Abhinav MANOTA,63389,Daniel HESS,GER,88726.0,Jones Ralfy JANSEN,GER,27624,Oliver LEYDON-DAVIS,NZL,58628.0,Abhinav MANOTA,NZL,1,Daniel HESS / Jones Ralfy JANSEN,2,21,15,21.0,16.0,,,21-15 21-16,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228691,2021-01-12,2021-01-12T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Muhammad Shohibul FIKRI / Bagas MAULANA,Leo Rolly CARNANDO / Daniel MARTHIN,91440,Muhammad Shohibul FIKRI,INA,79658.0,Bagas MAULANA,INA,68633,Leo Rolly CARNANDO,INA,84786.0,Daniel MARTHIN,INA,2,Leo Rolly CARNANDO / Daniel MARTHIN,3,21,15,27.0,29.0,13.0,21.0,21-15 27-29 13-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228692,2021-01-12,2021-01-12T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Aaron CHIA / SOH Wooi Yik,GOH V Shem / TAN Wee Kiong,56203,Aaron CHIA,MAS,99389.0,SOH Wooi Yik,MAS,54805,GOH V Shem,MAS,52071.0,TAN Wee Kiong,MAS,2,GOH V Shem / TAN Wee Kiong,2,7,21,19.0,21.0,,,7-21 19-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228700,2021-01-12,2021-01-12T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Marcus ELLIS / Chris LANGRIDGE,Bodin ISARA / Maneepong JONGJIT,71349,Marcus ELLIS,ENG,51624.0,Chris LANGRIDGE,ENG,75983,Bodin ISARA,THA,67172.0,Maneepong JONGJIT,THA,1,Marcus ELLIS / Chris LANGRIDGE,2,21,13,21.0,10.0,,,21-13 21-10,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228701,2021-01-12,2021-01-12T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Mathias CHRISTIANSEN / Niclas NOHR,Eloi ADAM / Julien MAIO,99521,Mathias CHRISTIANSEN,DEN,64188.0,Niclas NOHR,DEN,87403,Eloi ADAM,FRA,73323.0,Julien MAIO,FRA,1,Mathias CHRISTIANSEN / Niclas NOHR,3,21,18,16.0,21.0,21.0,15.0,21-18 16-21 21-15,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228703,2021-01-12,2021-01-12T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Fajar ALFIAN / Muhammad Rian ARDIANTO,Nipitphon PHUANGPHUAPET / Tanupat VIRIYANGKURA,88876,Fajar ALFIAN,INA,91130.0,Muhammad Rian ARDIANTO,INA,30342,Nipitphon PHUANGPHUAPET,THA,74233.0,Tanupat VIRIYANGKURA,THA,1,Fajar ALFIAN / Muhammad Rian ARDIANTO,3,17,21,21.0,16.0,22.0,20.0,17-21 21-16 22-20,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228706,2021-01-12,2021-01-12T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Vladimir IVANOV / Ivan SOZONOV,Ben LANE / Sean VENDY,53924,Vladimir IVANOV,RUS,67068.0,Ivan SOZONOV,RUS,76278,Ben LANE,ENG,72478.0,Sean VENDY,ENG,2,Ben LANE / Sean VENDY,3,21,17,19.0,21.0,17.0,21.0,21-17 19-21 17-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228710,2021-01-12,2021-01-12T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",GOH Sze Fei / Nur IZZUDDIN,KO Sung Hyun / SHIN Baek Cheol,90768,GOH Sze Fei,MAS,94814.0,Nur IZZUDDIN,MAS,88094,KO Sung Hyun,KOR,54785.0,SHIN Baek Cheol,KOR,1,GOH Sze Fei / Nur IZZUDDIN,3,21,16,19.0,21.0,21.0,11.0,21-16 19-21 21-11,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228630,2021-01-12,2021-01-12T00:00:00+00:00,MS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Kantaphon WANGCHAROEN,SAI PRANEETH B.,92508,Kantaphon WANGCHAROEN,THA,,,,42776,SAI PRANEETH B.,IND,,,,1,Kantaphon WANGCHAROEN,2,21,16,21.0,10.0,,,21-16 21-10,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228635,2021-01-12,2021-01-12T00:00:00+00:00,MS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Anthony Sinisuka GINTING,HEO Kwang Hee,95661,Anthony Sinisuka GINTING,INA,,,,68718,HEO Kwang Hee,KOR,,,,1,Anthony Sinisuka GINTING,3,21,15,11.0,21.0,21.0,16.0,21-15 11-21 21-16,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228639,2021-01-12,2021-01-12T00:00:00+00:00,MS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Kunlavut VITIDSARN,Luís Enrique PEÑALVER,64032,Kunlavut VITIDSARN,THA,,,,71221,Luís Enrique PEÑALVER,ESP,,,,1,Kunlavut VITIDSARN,3,21,12,19.0,21.0,21.0,16.0,21-12 19-21 21-16,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228643,2021-01-12,2021-01-12T00:00:00+00:00,MS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Jonatan CHRISTIE,LOH Kean Yew,73442,Jonatan CHRISTIE,INA,,,,76115,LOH Kean Yew,SGP,,,,1,Jonatan CHRISTIE,3,13,21,21.0,10.0,21.0,16.0,13-21 21-10 21-16,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228644,2021-01-12,2021-01-12T00:00:00+00:00,MS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Suppanyu AVIHINGSANON,Khosit PHETPRADAB,46874,Suppanyu AVIHINGSANON,THA,,,,29449,Khosit PHETPRADAB,THA,,,,2,Khosit PHETPRADAB,3,21,14,14.0,21.0,10.0,21.0,21-14 14-21 10-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228646,2021-01-12,2021-01-12T00:00:00+00:00,MS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Rasmus GEMKE,Hans-Kristian Solberg VITTINGHUS,62855,Rasmus GEMKE,DEN,,,,53753,Hans-Kristian Solberg VITTINGHUS,DEN,,,,1,Rasmus GEMKE,3,14,21,21.0,18.0,21.0,13.0,14-21 21-18 21-13,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228649,2021-01-12,2021-01-12T00:00:00+00:00,MS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Viktor AXELSEN,Sitthikom THAMMASIN,25831,Viktor AXELSEN,DEN,,,,58963,Sitthikom THAMMASIN,THA,,,,1,Viktor AXELSEN,2,21,12,21.0,6.0,,,21-12 21-6,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228717,2021-01-12,2021-01-12T00:00:00+00:00,WD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",KIM So Yeong / KONG Hee Yong,Ashwini PONNAPPA / REDDY Sikki,55874,KIM So Yeong,KOR,71391.0,KONG Hee Yong,KOR,49765,Ashwini PONNAPPA,IND,17515.0,REDDY Sikki,IND,1,KIM So Yeong / KONG Hee Yong,2,21,16,21.0,7.0,,,21-16 21-7,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228720,2021-01-12,2021-01-12T00:00:00+00:00,WD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Maiken FRUERGAARD / Sara THYGESEN,Doha HANY / Hadia HOSNY,70042,Maiken FRUERGAARD,DEN,68189.0,Sara THYGESEN,DEN,61746,Doha HANY,EGY,52901.0,Hadia HOSNY,EGY,1,Maiken FRUERGAARD / Sara THYGESEN,2,21,5,21.0,9.0,,,21-5 21-9,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228725,2021-01-12,2021-01-12T00:00:00+00:00,WD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,Chasinee KOREPAP / Jhenicha SUDJAIPRAPARAT,24686,Jongkolphan KITITHARAKUL,THA,84669.0,Rawinda PRAJONGJAI,THA,71801,Chasinee KOREPAP,THA,72504.0,Jhenicha SUDJAIPRAPARAT,THA,1,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,2,21,16,21.0,11.0,,,21-16 21-11,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228728,2021-01-12,2021-01-12T00:00:00+00:00,WD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Linda EFLER / Isabel LOHAU,Chayanit CHALADCHALAM / Phataimas MUENWONG,83942,Linda EFLER,GER,98052.0,Isabel LOHAU,GER,67168,Chayanit CHALADCHALAM,THA,56460.0,Phataimas MUENWONG,THA,2,Chayanit CHALADCHALAM / Phataimas MUENWONG,2,14,21,23.0,25.0,,,14-21 23-25,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228737,2021-01-12,2021-01-12T00:00:00+00:00,WD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Emilie LEFEL / Anne TRAN,Siti Fadia Silva RAMADHANTI / Ribka SUGIARTO,54079,Emilie LEFEL,FRA,98854.0,Anne TRAN,FRA,88097,Siti Fadia Silva RAMADHANTI,INA,96455.0,Ribka SUGIARTO,INA,1,Emilie LEFEL / Anne TRAN,2,21,17,21.0,17.0,,,21-17 21-17,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228743,2021-01-12,2021-01-12T00:00:00+00:00,WD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Laksika KANLAHA / Atitaya POVANON,JIN Yu Jia / WONG Jia Ying Crystal,74803,Laksika KANLAHA,THA,59892.0,Atitaya POVANON,THA,73013,JIN Yu Jia,SGP,59275.0,WONG Jia Ying Crystal,SGP,1,Laksika KANLAHA / Atitaya POVANON,3,12,21,21.0,15.0,21.0,18.0,12-21 21-15 21-18,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228660,2021-01-12,2021-01-12T00:00:00+00:00,WS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Line Højmark KJAERSFELDT,Iris WANG,63437,Line Højmark KJAERSFELDT,DEN,,,,57798,Iris WANG,USA,,,,2,Iris WANG,3,17,21,21.0,19.0,16.0,21.0,17-21 21-19 16-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228662,2021-01-12,2021-01-12T00:00:00+00:00,WS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Michelle LI,CHEUNG Ngan Yi,84523,Michelle LI,CAN,,,,87709,CHEUNG Ngan Yi,HKG,,,,1,Michelle LI,2,21,17,24.0,22.0,,,21-17 24-22,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228667,2021-01-12,2021-01-12T00:00:00+00:00,WS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Busanan ONGBAMRUNGPHAN,Sabrina JAQUET,58271,Busanan ONGBAMRUNGPHAN,THA,,,,54068,Sabrina JAQUET,SUI,,,,1,Busanan ONGBAMRUNGPHAN,2,21,16,21.0,17.0,,,21-16 21-17,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228670,2021-01-12,2021-01-12T00:00:00+00:00,WS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",TAI Tzu Ying,Benyapa AIMSAARD,61427,TAI Tzu Ying,TPE,,,,80871,Benyapa AIMSAARD,THA,,,,1,TAI Tzu Ying,2,21,18,26.0,24.0,,,21-18 26-24,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228672,2021-01-12,2021-01-12T00:00:00+00:00,WS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",PUSARLA V. Sindhu,Mia BLICHFELDT,73173,PUSARLA V. Sindhu,IND,,,,91224,Mia BLICHFELDT,DEN,,,,2,Mia BLICHFELDT,3,21,16,24.0,26.0,13.0,21.0,21-16 24-26 13-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228674,2021-01-12,2021-01-12T00:00:00+00:00,WS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Gregoria Mariska TUNJUNG,SUNG Jihyun,83802,Gregoria Mariska TUNJUNG,INA,,,,76594,SUNG Jihyun,KOR,,,,2,SUNG Jihyun,3,21,15,15.0,21.0,14.0,21.0,21-15 15-21 14-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228682,2021-01-12,2021-01-12T00:00:00+00:00,WS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",LALINRAT CHAIWAN,KIM Gaeun,62301,LALINRAT CHAIWAN,THA,,,,70930,KIM Gaeun,KOR,,,,2,KIM Gaeun,2,19,21,14.0,21.0,,,19-21 14-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228751,2021-01-12,2021-01-12T00:00:00+00:00,XD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Oliver LEYDON-DAVIS / Anona PAK,CHANG Tak Ching / NG Wing Yung,27624,Oliver LEYDON-DAVIS,NZL,57325.0,Anona PAK,NZL,87674,CHANG Tak Ching,HKG,87616.0,NG Wing Yung,HKG,2,CHANG Tak Ching / NG Wing Yung,2,8,21,14.0,21.0,,,8-21 14-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228757,2021-01-12,2021-01-12T00:00:00+00:00,XD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Rodion ALIMOV / Alina DAVLETOVA,KO Sung Hyun / EOM Hye Won,99484,Rodion ALIMOV,RUS,72565.0,Alina DAVLETOVA,RUS,88094,KO Sung Hyun,KOR,28492.0,EOM Hye Won,KOR,2,KO Sung Hyun / EOM Hye Won,2,15,21,24.0,26.0,,,15-21 24-26,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228760,2021-01-12,2021-01-12T00:00:00+00:00,XD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",CHAN Peng Soon / GOH Liu Ying,Adnan MAULANA / Mychelle Crhystine BANDASO,53142,CHAN Peng Soon,MAS,53159.0,GOH Liu Ying,MAS,63571,Adnan MAULANA,INA,76782.0,Mychelle Crhystine BANDASO,INA,1,CHAN Peng Soon / GOH Liu Ying,2,22,20,21.0,18.0,,,22-20 21-18,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228764,2021-01-12,2021-01-12T00:00:00+00:00,XD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Eloi ADAM / Margot LAMBERT,Robin TABELING / Selena PIEK,87403,Eloi ADAM,FRA,99891.0,Margot LAMBERT,FRA,66357,Robin TABELING,NED,67176.0,Selena PIEK,NED,2,Robin TABELING / Selena PIEK,2,17,21,9.0,21.0,,,17-21 9-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228767,2021-01-12,2021-01-12T00:00:00+00:00,XD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,HOO Pang Ron / CHEAH Yee See,61731,Dechapol PUAVARANUKROH,THA,67158.0,Sapsiree TAERATTANACHAI,THA,72675,HOO Pang Ron,MAS,58879.0,CHEAH Yee See,MAS,1,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,3,18,21,21.0,16.0,21.0,15.0,18-21 21-16 21-15,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228768,2021-01-12,2021-01-12T00:00:00+00:00,XD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Hafiz FAIZAL / Gloria Emanuelle WIDJAJA,Satwiksairaj RANKIREDDY / Ashwini PONNAPPA,12557,Hafiz FAIZAL,INA,81702.0,Gloria Emanuelle WIDJAJA,INA,72435,Satwiksairaj RANKIREDDY,IND,49765.0,Ashwini PONNAPPA,IND,2,Satwiksairaj RANKIREDDY / Ashwini PONNAPPA,3,11,21,29.0,27.0,16.0,21.0,11-21 29-27 16-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228772,2021-01-12,2021-01-12T00:00:00+00:00,XD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",GOH Soon Huat / LAI Shevon Jemie,Ronan LABAR / Anne TRAN,92593,GOH Soon Huat,MAS,56352.0,LAI Shevon Jemie,MAS,22038,Ronan LABAR,FRA,98854.0,Anne TRAN,FRA,1,GOH Soon Huat / LAI Shevon Jemie,3,21,16,14.0,21.0,21.0,17.0,21-16 14-21 21-17,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228687,2021-01-13,2021-01-13T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",ONG Yew Sin / TEO Ee Yi,M.R. ARJUN / DHRUV KAPILA,84064,ONG Yew Sin,MAS,99066.0,TEO Ee Yi,MAS,98935,M.R. ARJUN,IND,57372.0,DHRUV KAPILA,IND,1,ONG Yew Sin / TEO Ee Yi,3,13,21,21.0,8.0,24.0,22.0,13-21 21-8 24-22,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228689,2021-01-13,2021-01-13T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Jason Anthony HO-SHUE / Nyl YAKURA,CHOI Sol Gyu / SEO Seung Jae,93791,Jason Anthony HO-SHUE,CAN,25322.0,Nyl YAKURA,CAN,67810,CHOI Sol Gyu,KOR,66513.0,SEO Seung Jae,KOR,2,CHOI Sol Gyu / SEO Seung Jae,2,17,21,12.0,21.0,,,17-21 12-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228694,2021-01-13,2021-01-13T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Satwiksairaj RANKIREDDY / Chirag SHETTY,KIM Gi Jung / LEE Yong Dae,72435,Satwiksairaj RANKIREDDY,IND,70500.0,Chirag SHETTY,IND,39276,KIM Gi Jung,KOR,52774.0,LEE Yong Dae,KOR,1,Satwiksairaj RANKIREDDY / Chirag SHETTY,3,19,21,21.0,16.0,21.0,14.0,19-21 21-16 21-14,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228696,2021-01-13,2021-01-13T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Supak JOMKOH / Kittinupong KEDREN,Mark LAMSFUSS / Marvin SEIDEL,73936,Supak JOMKOH,THA,73633.0,Kittinupong KEDREN,THA,68045,Mark LAMSFUSS,GER,64909.0,Marvin SEIDEL,GER,1,Supak JOMKOH / Kittinupong KEDREN,2,23,21,21.0,19.0,,,23-21 21-19,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228698,2021-01-13,2021-01-13T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Phillip CHEW / Ryan CHEW,Apiluk GATERAHONG / Natchanon TULAMOK,36299,Phillip CHEW,USA,93167.0,Ryan CHEW,USA,91315,Apiluk GATERAHONG,THA,82273.0,Natchanon TULAMOK,THA,1,Phillip CHEW / Ryan CHEW,2,21,17,21.0,12.0,,,21-17 21-12,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228708,2021-01-13,2021-01-13T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",ATTRI Manu / REDDY B. Sumeeth,Weeraphat PHAKJARUNG / Wongsathorn THONGKHAM,59803,ATTRI Manu,IND,24172.0,REDDY B. Sumeeth,IND,82770,Weeraphat PHAKJARUNG,THA,84421.0,Wongsathorn THONGKHAM,THA,2,Weeraphat PHAKJARUNG / Wongsathorn THONGKHAM,2,19,21,14.0,21.0,,,19-21 14-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228712,2021-01-13,2021-01-13T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Pramudya KUSUMAWARDANA / Yeremia Erich Yoche Yacob RAMBITAN,Mohammad AHSAN / Hendra SETIAWAN,74732,Pramudya KUSUMAWARDANA,AUS,94430.0,Yeremia Erich Yoche Yacob RAMBITAN,INA,52749,Mohammad AHSAN,INA,51074.0,Hendra SETIAWAN,INA,2,Mohammad AHSAN / Hendra SETIAWAN,2,14,21,19.0,21.0,,,14-21 19-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228714,2021-01-13,2021-01-13T00:00:00+00:00,MD,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",Kim ASTRUP / Anders Skaarup RASMUSSEN,LEE Yang / WANG Chi-Lin,92980,Kim ASTRUP,DEN,44414.0,Anders Skaarup RASMUSSEN,DEN,69448,LEE Yang,TPE,96514.0,WANG Chi-Lin,TPE,2,LEE Yang / WANG Chi-Lin,2,13,21,18.0,21.0,,,13-21 18-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228622,2021-01-13,2021-01-13T00:00:00+00:00,MS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",PARUPALLI Kashyap,Jason Anthony HO-SHUE,53944,PARUPALLI Kashyap,IND,,,,93791,Jason Anthony HO-SHUE,CAN,,,,2,Jason Anthony HO-SHUE,3,9,21,21.0,13.0,8.0,14.0,9-21 21-13 8-14,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228623,2021-01-13,2021-01-13T00:00:00+00:00,MS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",PRANNOY H. S.,LEE Zii Jia,83950,PRANNOY H. S.,IND,,,,81561,LEE Zii Jia,MAS,,,,2,LEE Zii Jia,3,21,13,14.0,21.0,8.0,21.0,21-13 14-21 8-21,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
1228627,2021-01-13,2021-01-13T00:00:00+00:00,MS,4108,YONEX Thailand Open,HSBC BWF World Tour Super 1000,R32,False,"Bangkok, Thailand",LEE Cheuk Yiu,Abhinav MANOTA,94780,LEE Cheuk Yiu,HKG,,,,58628,Abhinav MANOTA,NZL,,,,1,LEE Cheuk Yiu,2,21,13,21.0,17.0,,,21-13 21-17,https://extranet-lv.bwfbadminton.com/api/vue-tournament-matches?drawCount=0&searchKey=&tmtId=4108&tmtType=0&isPara=false
